row_id,dtBaseDate,AccountCode,AccountName,Prediction
74,2022-04-05,210124189,千葉県国民健康保険団体連合会,1491481088
75,2022-04-05,300001198,いすゞ自動車株式会社,2547329536
76,2022-04-05,300002127,株式会社ＳＵＢＡＲＵ,1353979648
77,2022-04-05,300003336,東京電力ホールディングス株式会社,-4090960640
78,2022-04-05,300010758,双日株式会社,-1712380544
79,2022-04-05,300040185,（独）日本高速道路保有・債務返済機構,72851234816
80,2022-04-05,300234591,株式会社オリエントコーポレーション,-12872114176
81,2022-04-05,300271063,一般社団法人　全国石油協会,914705472
82,2022-04-05,300335762,アフラック生命保険株式会社,-1578610304
83,2022-04-05,300352535,イオンモール株式会社,2008341632
84,2022-04-05,300382205,東日本旅客鉄道株式会社,21091774464
85,2022-04-05,300559555,株式会社ＮＴＴドコモ,666126656
86,2022-04-05,301371894,ＬＩＮＥヤフー株式会社,-1192869888
87,2022-04-05,301449770,日本郵便株式会社,394457536
88,2022-04-05,301480383,ＳＢペイメントサービス株式会社,1269417984
89,2022-04-05,301509306,東日本高速道路株式会社,1429574272
90,2022-04-05,301509331,首都高速道路株式会社,1568388224
91,2022-04-05,305402620,ＰａｙＰａｙカード株式会社,7276134400
92,2022-04-05,305407222,株式会社ＪＥＲＡ,-8457366016
93,2022-04-05,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,171382480
94,2022-04-05,305477263,ＰａｙＰａｙ株式会社,5925197312
95,2022-04-05,308180539,ＭＰ取りまとめ口,-23944333312
96,2022-04-06,100000184,みずほファクター株式会社,39122296832
97,2022-04-06,100000407,ユーシーカード株式会社,9224569856
98,2022-04-06,100000542,公立学校共済組合,-21024813056
99,2022-04-06,100007142,東京都国民健康保険団体連合会,696578112
100,2022-04-06,100650551,神奈川県国民健康保険団体連合会,1237422336
101,2022-04-06,210023724,ヤマトホールディングス株式会社,-6781080064
102,2022-04-06,210023725,ヤマト運輸株式会社,-1000840832
103,2022-04-06,210037298,東京都後期高齢者医療広域連合,-309962912
104,2022-04-06,210044026,口座振替払口,1637805952
105,2022-04-06,210123354,電力広域的運営推進機関,-791882240
106,2022-04-06,210124189,千葉県国民健康保険団体連合会,686091264
107,2022-04-06,300001198,いすゞ自動車株式会社,1373436032
108,2022-04-06,300002127,株式会社ＳＵＢＡＲＵ,1172604288
109,2022-04-06,300003336,東京電力ホールディングス株式会社,-651401792
110,2022-04-06,300010758,双日株式会社,7350951424
111,2022-04-06,300040185,（独）日本高速道路保有・債務返済機構,-204595936
112,2022-04-06,300234591,株式会社オリエントコーポレーション,-6261970944
113,2022-04-06,300271063,一般社団法人　全国石油協会,1156336896
114,2022-04-06,300335762,アフラック生命保険株式会社,628108480
115,2022-04-06,300352535,イオンモール株式会社,1416304384
116,2022-04-06,300382205,東日本旅客鉄道株式会社,53336272896
117,2022-04-06,300559555,株式会社ＮＴＴドコモ,1187051648
118,2022-04-06,301371894,ＬＩＮＥヤフー株式会社,2052267776
119,2022-04-06,301449770,日本郵便株式会社,2202863616
120,2022-04-06,301480383,ＳＢペイメントサービス株式会社,1425049088
121,2022-04-06,301509306,東日本高速道路株式会社,1435169152
122,2022-04-06,301509331,首都高速道路株式会社,1437901312
123,2022-04-06,305402620,ＰａｙＰａｙカード株式会社,1404086400
124,2022-04-06,305407222,株式会社ＪＥＲＡ,-4640783872
125,2022-04-06,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-963594624
126,2022-04-06,305477263,ＰａｙＰａｙ株式会社,8970442752
127,2022-04-06,308180539,ＭＰ取りまとめ口,-1057257280
128,2022-04-07,100000184,みずほファクター株式会社,8015425024
129,2022-04-07,100000407,ユーシーカード株式会社,11642665984
130,2022-04-07,100000542,公立学校共済組合,-2095566208
131,2022-04-07,100007142,東京都国民健康保険団体連合会,883200768
132,2022-04-07,100650551,神奈川県国民健康保険団体連合会,-2114234368
133,2022-04-07,210023724,ヤマトホールディングス株式会社,-22280919040
134,2022-04-07,210023725,ヤマト運輸株式会社,-1619065216
135,2022-04-07,210037298,東京都後期高齢者医療広域連合,1204062464
136,2022-04-07,210044026,口座振替払口,838346880
137,2022-04-07,210123354,電力広域的運営推進機関,862290112
138,2022-04-07,210124189,千葉県国民健康保険団体連合会,81332456
139,2022-04-07,300001198,いすゞ自動車株式会社,1524417920
140,2022-04-07,300002127,株式会社ＳＵＢＡＲＵ,1696019968
141,2022-04-07,300003336,東京電力ホールディングス株式会社,508631232
142,2022-04-07,300010758,双日株式会社,-3477242112
143,2022-04-07,300040185,（独）日本高速道路保有・債務返済機構,12602258432
144,2022-04-07,300234591,株式会社オリエントコーポレーション,-9033289728
145,2022-04-07,300271063,一般社団法人　全国石油協会,262087728
146,2022-04-07,300335762,アフラック生命保険株式会社,-904752704
147,2022-04-07,300352535,イオンモール株式会社,1335735552
148,2022-04-07,300382205,東日本旅客鉄道株式会社,30418577408
149,2022-04-07,300559555,株式会社ＮＴＴドコモ,804279936
150,2022-04-07,301371894,ＬＩＮＥヤフー株式会社,-14461338
151,2022-04-07,301449770,日本郵便株式会社,3530695424
152,2022-04-07,301480383,ＳＢペイメントサービス株式会社,4118073088
153,2022-04-07,301509306,東日本高速道路株式会社,1269589504
154,2022-04-07,301509331,首都高速道路株式会社,12541612032
155,2022-04-07,305402620,ＰａｙＰａｙカード株式会社,1028873856
156,2022-04-07,305407222,株式会社ＪＥＲＡ,-2061545728
157,2022-04-07,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-2626944000
158,2022-04-07,305477263,ＰａｙＰａｙ株式会社,11418716160
159,2022-04-07,308180539,ＭＰ取りまとめ口,4641850880
160,2022-04-08,100000184,みずほファクター株式会社,-18878883840
161,2022-04-08,100000407,ユーシーカード株式会社,77953449984
162,2022-04-08,100000542,公立学校共済組合,-17274198016
163,2022-04-08,100007142,東京都国民健康保険団体連合会,685098752
164,2022-04-08,100650551,神奈川県国民健康保険団体連合会,-1718240000
165,2022-04-08,210023724,ヤマトホールディングス株式会社,-15886568448
166,2022-04-08,210023725,ヤマト運輸株式会社,5896772608
167,2022-04-08,210037298,東京都後期高齢者医療広域連合,338355264
168,2022-04-08,210044026,口座振替払口,-161956944
169,2022-04-08,210123354,電力広域的運営推進機関,-3864775680
170,2022-04-08,210124189,千葉県国民健康保険団体連合会,-131862624
171,2022-04-08,300001198,いすゞ自動車株式会社,14419944448
172,2022-04-08,300002127,株式会社ＳＵＢＡＲＵ,14224483328
173,2022-04-08,300003336,東京電力ホールディングス株式会社,-4402279424
174,2022-04-08,300010758,双日株式会社,-1653728640
175,2022-04-08,300040185,（独）日本高速道路保有・債務返済機構,-19064651776
176,2022-04-08,300234591,株式会社オリエントコーポレーション,-11263869952
177,2022-04-08,300271063,一般社団法人　全国石油協会,116850664
178,2022-04-08,300335762,アフラック生命保険株式会社,-4217302784
179,2022-04-08,300352535,イオンモール株式会社,1640904832
180,2022-04-08,300382205,東日本旅客鉄道株式会社,-27446171648
181,2022-04-08,300559555,株式会社ＮＴＴドコモ,-3164545280
182,2022-04-08,301371894,ＬＩＮＥヤフー株式会社,-1271459584
183,2022-04-08,301449770,日本郵便株式会社,3372054016
184,2022-04-08,301480383,ＳＢペイメントサービス株式会社,2316570624
185,2022-04-08,301509306,東日本高速道路株式会社,941494528
186,2022-04-08,301509331,首都高速道路株式会社,-15567855616
187,2022-04-08,305402620,ＰａｙＰａｙカード株式会社,-1082913792
188,2022-04-08,305407222,株式会社ＪＥＲＡ,8588373504
189,2022-04-08,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-9368592384
190,2022-04-08,305477263,ＰａｙＰａｙ株式会社,11372133376
191,2022-04-08,308180539,ＭＰ取りまとめ口,410327520
192,2022-04-11,100000184,みずほファクター株式会社,-13782709248
193,2022-04-11,100000407,ユーシーカード株式会社,-21569095680
194,2022-04-11,100000542,公立学校共済組合,1593569536
195,2022-04-11,100007142,東京都国民健康保険団体連合会,18829813760
196,2022-04-11,100650551,神奈川県国民健康保険団体連合会,9908292
197,2022-04-11,210023724,ヤマトホールディングス株式会社,-1722144000
198,2022-04-11,210023725,ヤマト運輸株式会社,-11609572352
199,2022-04-11,210037298,東京都後期高齢者医療広域連合,4382813696
200,2022-04-11,210044026,口座振替払口,-3465944576
201,2022-04-11,210123354,電力広域的運営推進機関,108095200
202,2022-04-11,210124189,千葉県国民健康保険団体連合会,759907648
203,2022-04-11,300001198,いすゞ自動車株式会社,3935542272
204,2022-04-11,300002127,株式会社ＳＵＢＡＲＵ,2368183552
205,2022-04-11,300003336,東京電力ホールディングス株式会社,-990270336
206,2022-04-11,300010758,双日株式会社,2268158976
207,2022-04-11,300040185,（独）日本高速道路保有・債務返済機構,-6281133568
208,2022-04-11,300234591,株式会社オリエントコーポレーション,-18842576896
209,2022-04-11,300271063,一般社団法人　全国石油協会,-761101440
210,2022-04-11,300335762,アフラック生命保険株式会社,-1717709184
211,2022-04-11,300352535,イオンモール株式会社,10716718080
212,2022-04-11,300382205,東日本旅客鉄道株式会社,-20628662272
213,2022-04-11,300559555,株式会社ＮＴＴドコモ,1854741888
214,2022-04-11,301371894,ＬＩＮＥヤフー株式会社,-1324304128
215,2022-04-11,301449770,日本郵便株式会社,-1228081024
216,2022-04-11,301480383,ＳＢペイメントサービス株式会社,1595616512
217,2022-04-11,301509306,東日本高速道路株式会社,27565022
218,2022-04-11,301509331,首都高速道路株式会社,-328986048
219,2022-04-11,305402620,ＰａｙＰａｙカード株式会社,882517440
220,2022-04-11,305407222,株式会社ＪＥＲＡ,519910912
221,2022-04-11,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,4780135424
222,2022-04-11,305477263,ＰａｙＰａｙ株式会社,22856069120
223,2022-04-11,308180539,ＭＰ取りまとめ口,28071540736
224,2022-04-15,100000184,みずほファクター株式会社,-5669488640
225,2022-04-15,100000407,ユーシーカード株式会社,-61254418432
226,2022-04-15,100000542,公立学校共済組合,-161501659136
227,2022-04-15,100007142,東京都国民健康保険団体連合会,-23165782016
228,2022-04-15,100650551,神奈川県国民健康保険団体連合会,-52633985024
229,2022-04-15,210023724,ヤマトホールディングス株式会社,2070278400
230,2022-04-15,210023725,ヤマト運輸株式会社,3003625472
231,2022-04-15,210037298,東京都後期高齢者医療広域連合,97389461504
232,2022-04-15,210044026,口座振替払口,-41052893184
233,2022-04-15,210123354,電力広域的運営推進機関,8835596288
234,2022-04-15,210124189,千葉県国民健康保険団体連合会,-8406005760
235,2022-04-15,300001198,いすゞ自動車株式会社,2765672960
236,2022-04-15,300002127,株式会社ＳＵＢＡＲＵ,2958477568
237,2022-04-15,300003336,東京電力ホールディングス株式会社,-8045790720
238,2022-04-15,300010758,双日株式会社,2750326784
239,2022-04-15,300040185,（独）日本高速道路保有・債務返済機構,140110823424
240,2022-04-15,300234591,株式会社オリエントコーポレーション,-12789543936
241,2022-04-15,300271063,一般社団法人　全国石油協会,3719265280
242,2022-04-15,300335762,アフラック生命保険株式会社,-4389480448
243,2022-04-15,300352535,イオンモール株式会社,-21577383936
244,2022-04-15,300382205,東日本旅客鉄道株式会社,-25298069504
245,2022-04-15,300559555,株式会社ＮＴＴドコモ,-6418066944
246,2022-04-15,301371894,ＬＩＮＥヤフー株式会社,2441975808
247,2022-04-15,301449770,日本郵便株式会社,-2690895616
248,2022-04-15,301480383,ＳＢペイメントサービス株式会社,15954527232
249,2022-04-15,301509306,東日本高速道路株式会社,-37749116928
250,2022-04-15,301509331,首都高速道路株式会社,-15404274688
251,2022-04-15,305402620,ＰａｙＰａｙカード株式会社,-16346566656
252,2022-04-15,305407222,株式会社ＪＥＲＡ,-1074065280
253,2022-04-15,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-121690328
254,2022-04-15,305477263,ＰａｙＰａｙ株式会社,-85914050560
255,2022-04-15,308180539,ＭＰ取りまとめ口,-9981736960
256,2022-04-18,100000184,みずほファクター株式会社,-1386938112
257,2022-04-18,100000407,ユーシーカード株式会社,-21876541440
258,2022-04-18,100000542,公立学校共済組合,-20331855872
259,2022-04-18,100007142,東京都国民健康保険団体連合会,118682296320
260,2022-04-18,100650551,神奈川県国民健康保険団体連合会,73979920384
261,2022-04-18,210023724,ヤマトホールディングス株式会社,5900247552
262,2022-04-18,210023725,ヤマト運輸株式会社,5551648256
263,2022-04-18,210037298,東京都後期高齢者医療広域連合,-110302265344
264,2022-04-18,210044026,口座振替払口,1524834304
265,2022-04-18,210123354,電力広域的運営推進機関,-1759335936
266,2022-04-18,210124189,千葉県国民健康保険団体連合会,982970880
267,2022-04-18,300001198,いすゞ自動車株式会社,1852176768
268,2022-04-18,300002127,株式会社ＳＵＢＡＲＵ,2347835136
269,2022-04-18,300003336,東京電力ホールディングス株式会社,12206357504
270,2022-04-18,300010758,双日株式会社,-1035132544
271,2022-04-18,300040185,（独）日本高速道路保有・債務返済機構,4545709056
272,2022-04-18,300234591,株式会社オリエントコーポレーション,-14549488640
273,2022-04-18,300271063,一般社団法人　全国石油協会,-2815028224
274,2022-04-18,300335762,アフラック生命保険株式会社,-2117639424
275,2022-04-18,300352535,イオンモール株式会社,2795514880
276,2022-04-18,300382205,東日本旅客鉄道株式会社,8113104896
277,2022-04-18,300559555,株式会社ＮＴＴドコモ,5292781568
278,2022-04-18,301371894,ＬＩＮＥヤフー株式会社,-1451783168
279,2022-04-18,301449770,日本郵便株式会社,821470784
280,2022-04-18,301480383,ＳＢペイメントサービス株式会社,2273672192
281,2022-04-18,301509306,東日本高速道路株式会社,-3637849856
282,2022-04-18,301509331,首都高速道路株式会社,828199744
283,2022-04-18,305402620,ＰａｙＰａｙカード株式会社,4557986816
284,2022-04-18,305407222,株式会社ＪＥＲＡ,-1224298880
285,2022-04-18,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-2705294080
286,2022-04-18,305477263,ＰａｙＰａｙ株式会社,-331931520
287,2022-04-18,308180539,ＭＰ取りまとめ口,2337395712
288,2022-04-19,100000184,みずほファクター株式会社,940614528
289,2022-04-19,100000407,ユーシーカード株式会社,-2401211136
290,2022-04-19,100000542,公立学校共済組合,-1058247424
291,2022-04-19,100007142,東京都国民健康保険団体連合会,101918613504
292,2022-04-19,100650551,神奈川県国民健康保険団体連合会,-2814490112
293,2022-04-19,210023724,ヤマトホールディングス株式会社,-3254095104
294,2022-04-19,210023725,ヤマト運輸株式会社,492140544
295,2022-04-19,210037298,東京都後期高齢者医療広域連合,2568857088
296,2022-04-19,210044026,口座振替払口,-4699889152
297,2022-04-19,210123354,電力広域的運営推進機関,2068348672
298,2022-04-19,210124189,千葉県国民健康保険団体連合会,19340091392
299,2022-04-19,300001198,いすゞ自動車株式会社,-540165888
300,2022-04-19,300002127,株式会社ＳＵＢＡＲＵ,1648126464
301,2022-04-19,300003336,東京電力ホールディングス株式会社,3842693888
302,2022-04-19,300010758,双日株式会社,-2033686144
303,2022-04-19,300040185,（独）日本高速道路保有・債務返済機構,-29943074816
304,2022-04-19,300234591,株式会社オリエントコーポレーション,-20970829824
305,2022-04-19,300271063,一般社団法人　全国石油協会,-1082093824
306,2022-04-19,300335762,アフラック生命保険株式会社,-1913784192
307,2022-04-19,300352535,イオンモール株式会社,4640111104
308,2022-04-19,300382205,東日本旅客鉄道株式会社,934779648
309,2022-04-19,300559555,株式会社ＮＴＴドコモ,1568959744
310,2022-04-19,301371894,ＬＩＮＥヤフー株式会社,1658959744
311,2022-04-19,301449770,日本郵便株式会社,25201311744
312,2022-04-19,301480383,ＳＢペイメントサービス株式会社,1910353792
313,2022-04-19,301509306,東日本高速道路株式会社,-824156608
314,2022-04-19,301509331,首都高速道路株式会社,1490681984
315,2022-04-19,305402620,ＰａｙＰａｙカード株式会社,2070765568
316,2022-04-19,305407222,株式会社ＪＥＲＡ,-82465072
317,2022-04-19,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,3623005952
318,2022-04-19,305477263,ＰａｙＰａｙ株式会社,10134166528
319,2022-04-19,308180539,ＭＰ取りまとめ口,-6337844736
320,2022-04-20,100000184,みずほファクター株式会社,-1248515328
321,2022-04-20,100000407,ユーシーカード株式会社,-179375920
322,2022-04-20,100000542,公立学校共済組合,-5351997440
323,2022-04-20,100007142,東京都国民健康保険団体連合会,-128143679488
324,2022-04-20,100650551,神奈川県国民健康保険団体連合会,-70118039552
325,2022-04-20,210023724,ヤマトホールディングス株式会社,-2138874368
326,2022-04-20,210023725,ヤマト運輸株式会社,2438073088
327,2022-04-20,210037298,東京都後期高齢者医療広域連合,2594426624
328,2022-04-20,210044026,口座振替払口,-8716084
329,2022-04-20,210123354,電力広域的運営推進機関,-1009385728
330,2022-04-20,210124189,千葉県国民健康保険団体連合会,-15890362368
331,2022-04-20,300001198,いすゞ自動車株式会社,-1304516096
332,2022-04-20,300002127,株式会社ＳＵＢＡＲＵ,869254720
333,2022-04-20,300003336,東京電力ホールディングス株式会社,-10177439744
334,2022-04-20,300010758,双日株式会社,520710656
335,2022-04-20,300040185,（独）日本高速道路保有・債務返済機構,-722250944
336,2022-04-20,300234591,株式会社オリエントコーポレーション,-14593168384
337,2022-04-20,300271063,一般社団法人　全国石油協会,-709717312
338,2022-04-20,300335762,アフラック生命保険株式会社,-5140257792
339,2022-04-20,300352535,イオンモール株式会社,-9324275712
340,2022-04-20,300382205,東日本旅客鉄道株式会社,6364182016
341,2022-04-20,300559555,株式会社ＮＴＴドコモ,1673327872
342,2022-04-20,301371894,ＬＩＮＥヤフー株式会社,-72649776
343,2022-04-20,301449770,日本郵便株式会社,56572145664
344,2022-04-20,301480383,ＳＢペイメントサービス株式会社,778992192
345,2022-04-20,301509306,東日本高速道路株式会社,36698620
346,2022-04-20,301509331,首都高速道路株式会社,1258668800
347,2022-04-20,305402620,ＰａｙＰａｙカード株式会社,-4507241472
348,2022-04-20,305407222,株式会社ＪＥＲＡ,15762034688
349,2022-04-20,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,11629868032
350,2022-04-20,305477263,ＰａｙＰａｙ株式会社,30895845376
351,2022-04-20,308180539,ＭＰ取りまとめ口,345156128
352,2022-04-21,100000184,みずほファクター株式会社,42306129920
353,2022-04-21,100000407,ユーシーカード株式会社,6836724736
354,2022-04-21,100000542,公立学校共済組合,5619267072
355,2022-04-21,100007142,東京都国民健康保険団体連合会,-8814469120
356,2022-04-21,100650551,神奈川県国民健康保険団体連合会,-629854528
357,2022-04-21,210023724,ヤマトホールディングス株式会社,-12221095936
358,2022-04-21,210023725,ヤマト運輸株式会社,22802909184
359,2022-04-21,210037298,東京都後期高齢者医療広域連合,-454898464
360,2022-04-21,210044026,口座振替払口,-1035952448
361,2022-04-21,210123354,電力広域的運営推進機関,390521536
362,2022-04-21,210124189,千葉県国民健康保険団体連合会,-103086632
363,2022-04-21,300001198,いすゞ自動車株式会社,2059934336
364,2022-04-21,300002127,株式会社ＳＵＢＡＲＵ,1252740224
365,2022-04-21,300003336,東京電力ホールディングス株式会社,5564581888
366,2022-04-21,300010758,双日株式会社,2048653440
367,2022-04-21,300040185,（独）日本高速道路保有・債務返済機構,6177229312
368,2022-04-21,300234591,株式会社オリエントコーポレーション,-21289230336
369,2022-04-21,300271063,一般社団法人　全国石油協会,1113914368
370,2022-04-21,300335762,アフラック生命保険株式会社,-3022817024
371,2022-04-21,300352535,イオンモール株式会社,3006513920
372,2022-04-21,300382205,東日本旅客鉄道株式会社,-6565561856
373,2022-04-21,300559555,株式会社ＮＴＴドコモ,-2226654208
374,2022-04-21,301371894,ＬＩＮＥヤフー株式会社,-1921681664
375,2022-04-21,301449770,日本郵便株式会社,-8395774464
376,2022-04-21,301480383,ＳＢペイメントサービス株式会社,6528968192
377,2022-04-21,301509306,東日本高速道路株式会社,3355580160
378,2022-04-21,301509331,首都高速道路株式会社,1093274752
379,2022-04-21,305402620,ＰａｙＰａｙカード株式会社,101253360
380,2022-04-21,305407222,株式会社ＪＥＲＡ,-1805376640
381,2022-04-21,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-3355661568
382,2022-04-21,305477263,ＰａｙＰａｙ株式会社,4666200576
383,2022-04-21,308180539,ＭＰ取りまとめ口,-5654466560
384,2022-04-22,100000184,みずほファクター株式会社,17822136320
385,2022-04-22,100000407,ユーシーカード株式会社,10451610624
386,2022-04-22,100000542,公立学校共済組合,3010969600
387,2022-04-22,100007142,東京都国民健康保険団体連合会,-35846369280
388,2022-04-22,100650551,神奈川県国民健康保険団体連合会,-634783040
389,2022-04-22,210023724,ヤマトホールディングス株式会社,8918598656
390,2022-04-22,210023725,ヤマト運輸株式会社,-16628921344
391,2022-04-22,210037298,東京都後期高齢者医療広域連合,20439220224
392,2022-04-22,210044026,口座振替払口,4325241344
393,2022-04-22,210123354,電力広域的運営推進機関,1487207168
394,2022-04-22,210124189,千葉県国民健康保険団体連合会,6080479232
395,2022-04-22,300001198,いすゞ自動車株式会社,-959492928
396,2022-04-22,300002127,株式会社ＳＵＢＡＲＵ,17184047104
397,2022-04-22,300003336,東京電力ホールディングス株式会社,-11201672192
398,2022-04-22,300010758,双日株式会社,9304640
399,2022-04-22,300040185,（独）日本高速道路保有・債務返済機構,1779674368
400,2022-04-22,300234591,株式会社オリエントコーポレーション,-32889131008
401,2022-04-22,300271063,一般社団法人　全国石油協会,686990080
402,2022-04-22,300335762,アフラック生命保険株式会社,-8407129600
403,2022-04-22,300352535,イオンモール株式会社,4935298560
404,2022-04-22,300382205,東日本旅客鉄道株式会社,-5604774400
405,2022-04-22,300559555,株式会社ＮＴＴドコモ,-879673280
406,2022-04-22,301371894,ＬＩＮＥヤフー株式会社,3349785600
407,2022-04-22,301449770,日本郵便株式会社,-26506254336
408,2022-04-22,301480383,ＳＢペイメントサービス株式会社,11602045952
409,2022-04-22,301509306,東日本高速道路株式会社,10384420864
410,2022-04-22,301509331,首都高速道路株式会社,735304832
411,2022-04-22,305402620,ＰａｙＰａｙカード株式会社,4628871168
412,2022-04-22,305407222,株式会社ＪＥＲＡ,10349619200
413,2022-04-22,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-505073984
414,2022-04-22,305477263,ＰａｙＰａｙ株式会社,-1948495872
415,2022-04-22,308180539,ＭＰ取りまとめ口,2587609600
416,2022-04-25,100000184,みずほファクター株式会社,9227072512
417,2022-04-25,100000407,ユーシーカード株式会社,-25607686144
418,2022-04-25,100000542,公立学校共済組合,4636055552
419,2022-04-25,100007142,東京都国民健康保険団体連合会,-25208772608
420,2022-04-25,100650551,神奈川県国民健康保険団体連合会,-306135968
421,2022-04-25,210023724,ヤマトホールディングス株式会社,7926479360
422,2022-04-25,210023725,ヤマト運輸株式会社,6890399232
423,2022-04-25,210037298,東京都後期高齢者医療広域連合,-1505044480
424,2022-04-25,210044026,口座振替払口,-2952684544
425,2022-04-25,210123354,電力広域的運営推進機関,1008045760
426,2022-04-25,210124189,千葉県国民健康保険団体連合会,-5105455616
427,2022-04-25,300001198,いすゞ自動車株式会社,1910483072
428,2022-04-25,300002127,株式会社ＳＵＢＡＲＵ,-722110656
